method,split,task,family,mean_success,ci95_success,mean_safety_violation,ci95_safety_violation,mean_damage,ci95_damage,mean_fault_f1,ci95_fault_f1,mean_interaction_f1,ci95_interaction_f1,mean_false_isolation,ci95_false_isolation,mean_recovery_latency,ci95_recovery_latency,mean_total_cost,ci95_total_cost,groups,mean_regret_to_oracle
conformal_sensor_reliability_filter,single_sensor_shift,insertion_alignment,tactile_only,0.5799,0.0734,0.1650,0.0172,0.1020,0.0283,0.3810,0.0626,0.4116,0.0278,0.2993,0.0379,0.6059,0.0115,0.4212,0.0112,7,0.1888
conformal_sensor_reliability_filter,single_sensor_shift,insertion_alignment,vision_only,0.5748,0.0333,0.1905,0.0444,0.1207,0.0224,0.4252,0.0604,0.3793,0.0336,0.3146,0.0233,0.6190,0.0121,0.4142,0.0083,7,0.2041
conformal_sensor_reliability_filter,single_sensor_shift,mobile_manip_near_obstacles,compositional_multi_sensor,0.6344,0.0413,0.3248,0.0400,0.1888,0.0119,0.4456,0.0227,0.3673,0.0389,0.3452,0.0322,0.7616,0.0066,0.6082,0.0049,7,0.2925
conformal_sensor_reliability_filter,single_sensor_shift,mobile_manip_near_obstacles,depth_only,0.5714,0.0269,0.1769,0.0257,0.0952,0.0233,0.3946,0.0312,0.3707,0.0427,0.2942,0.0393,0.6236,0.0062,0.4227,0.0054,7,0.1888
conformal_sensor_reliability_filter,single_sensor_shift,mobile_manip_near_obstacles,force_torque_only,0.5578,0.0645,0.1956,0.0296,0.1344,0.0258,0.4048,0.0334,0.4133,0.0488,0.3112,0.0148,0.6325,0.0085,0.4430,0.0080,7,0.2194
conformal_sensor_reliability_filter,single_sensor_shift,mobile_manip_near_obstacles,language_grounding_only,0.5833,0.0475,0.1412,0.0389,0.1071,0.0184,0.4048,0.0255,0.3810,0.0447,0.3112,0.0320,0.6234,0.0119,0.4051,0.0044,7,0.1820
conformal_sensor_reliability_filter,single_sensor_shift,mobile_manip_near_obstacles,proprioception_only,0.5561,0.0449,0.1701,0.0363,0.1173,0.0206,0.4303,0.0657,0.3793,0.0365,0.2891,0.0380,0.6150,0.0104,0.4113,0.0067,7,0.2075
conformal_sensor_reliability_filter,single_sensor_shift,mobile_manip_near_obstacles,tactile_only,0.5646,0.0587,0.1429,0.0197,0.1020,0.0168,0.4065,0.0515,0.3622,0.0333,0.2976,0.0367,0.6261,0.0053,0.4283,0.0105,7,0.1990
conformal_sensor_reliability_filter,single_sensor_shift,mobile_manip_near_obstacles,vision_only,0.5765,0.0387,0.1786,0.0314,0.1020,0.0329,0.4490,0.0413,0.4031,0.0328,0.3367,0.0282,0.6166,0.0116,0.4148,0.0025,7,0.1871
conformal_sensor_reliability_filter,single_sensor_shift,tool_use_contact_control,compositional_multi_sensor,0.6241,0.0397,0.3112,0.0497,0.2041,0.0061,0.4082,0.0380,0.3571,0.0279,0.3044,0.0360,0.7713,0.0167,0.5935,0.0057,7,0.2806
conformal_sensor_reliability_filter,single_sensor_shift,tool_use_contact_control,depth_only,0.5969,0.0299,0.1684,0.0281,0.1139,0.0168,0.3912,0.0303,0.3827,0.0267,0.3401,0.0356,0.6061,0.0151,0.4125,0.0061,7,0.1599
conformal_sensor_reliability_filter,single_sensor_shift,tool_use_contact_control,force_torque_only,0.5595,0.0598,0.1667,0.0161,0.1105,0.0268,0.4201,0.0321,0.4133,0.0214,0.2959,0.0358,0.6238,0.0101,0.4285,0.0058,7,0.1990
conformal_sensor_reliability_filter,single_sensor_shift,tool_use_contact_control,language_grounding_only,0.5527,0.0301,0.1276,0.0296,0.1054,0.0285,0.4473,0.0329,0.3656,0.0506,0.3197,0.0376,0.6296,0.0143,0.3997,0.0032,7,0.1599
conformal_sensor_reliability_filter,single_sensor_shift,tool_use_contact_control,proprioception_only,0.5527,0.0441,0.1548,0.0265,0.0952,0.0228,0.4048,0.0371,0.4167,0.0420,0.3350,0.0257,0.6146,0.0133,0.4015,0.0036,7,0.2109
conformal_sensor_reliability_filter,single_sensor_shift,tool_use_contact_control,tactile_only,0.5561,0.0555,0.1599,0.0394,0.1122,0.0168,0.4218,0.0283,0.4116,0.0441,0.3061,0.0214,0.6177,0.0106,0.4119,0.0066,7,0.2279
conformal_sensor_reliability_filter,single_sensor_shift,tool_use_contact_control,vision_only,0.5663,0.0541,0.1429,0.0204,0.0952,0.0125,0.4235,0.0243,0.3861,0.0345,0.3520,0.0496,0.6131,0.0178,0.4024,0.0043,7,0.1990
ensemble_uncertainty_gating,combined_stress,deformable_handling,compositional_multi_sensor,0.5493,0.0351,0.4405,0.0417,0.2721,0.0267,0.3759,0.0435,0.2857,0.0438,0.3605,0.0493,1.0286,0.0102,0.7922,0.0036,7,0.4048
ensemble_uncertainty_gating,combined_stress,deformable_handling,depth_only,0.4864,0.0659,0.2296,0.0714,0.1718,0.0183,0.3759,0.0514,0.2857,0.0349,0.3810,0.0414,0.7980,0.0132,0.5246,0.0050,7,0.1922
ensemble_uncertainty_gating,combined_stress,deformable_handling,force_torque_only,0.5306,0.0469,0.2908,0.0446,0.1786,0.0288,0.3639,0.0381,0.2772,0.0333,0.3639,0.0325,0.7974,0.0085,0.5486,0.0043,7,0.1939
ensemble_uncertainty_gating,combined_stress,deformable_handling,language_grounding_only,0.4609,0.0296,0.2075,0.0283,0.1310,0.0401,0.3741,0.0377,0.3044,0.0356,0.3605,0.0300,0.8192,0.0130,0.5076,0.0074,7,0.2500
ensemble_uncertainty_gating,combined_stress,deformable_handling,proprioception_only,0.5170,0.0313,0.2262,0.0204,0.1173,0.0285,0.4031,0.0267,0.3095,0.0310,0.3605,0.0291,0.7920,0.0142,0.5038,0.0064,7,0.1633
ensemble_uncertainty_gating,combined_stress,deformable_handling,tactile_only,0.4932,0.0511,0.2483,0.0328,0.1582,0.0098,0.3844,0.0387,0.2755,0.0224,0.3827,0.0379,0.8027,0.0145,0.5271,0.0079,7,0.2126
ensemble_uncertainty_gating,combined_stress,deformable_handling,vision_only,0.4830,0.0377,0.1837,0.0337,0.1446,0.0241,0.3912,0.0312,0.2891,0.0174,0.3503,0.0264,0.7962,0.0135,0.5148,0.0060,7,0.2143
ensemble_uncertainty_gating,combined_stress,grasp_selection,compositional_multi_sensor,0.5323,0.0397,0.3895,0.0443,0.2024,0.0371,0.4065,0.0230,0.2925,0.0283,0.3861,0.0254,0.9918,0.0083,0.7080,0.0048,7,0.3844
ensemble_uncertainty_gating,combined_stress,grasp_selection,depth_only,0.5085,0.0531,0.1667,0.0367,0.0935,0.0285,0.4082,0.0359,0.2738,0.0407,0.3776,0.0352,0.7914,0.0129,0.4798,0.0058,7,0.1922
ensemble_uncertainty_gating,combined_stress,grasp_selection,force_torque_only,0.4966,0.0503,0.1769,0.0129,0.1429,0.0378,0.4116,0.0175,0.2653,0.0309,0.3878,0.0175,0.7912,0.0182,0.5000,0.0060,7,0.2619
ensemble_uncertainty_gating,combined_stress,grasp_selection,language_grounding_only,0.5646,0.0363,0.1922,0.0271,0.1276,0.0253,0.3844,0.0452,0.2942,0.0348,0.3690,0.0364,0.8057,0.0117,0.4731,0.0062,7,0.1616
ensemble_uncertainty_gating,combined_stress,grasp_selection,proprioception_only,0.5255,0.0386,0.1769,0.0389,0.1207,0.0406,0.3861,0.0413,0.2959,0.0439,0.3367,0.0253,0.7789,0.0140,0.4641,0.0068,7,0.2177
ensemble_uncertainty_gating,combined_stress,grasp_selection,tactile_only,0.5119,0.0398,0.1599,0.0274,0.1480,0.0190,0.3946,0.0267,0.2755,0.0448,0.3537,0.0325,0.8044,0.0122,0.4926,0.0045,7,0.1973
ensemble_uncertainty_gating,combined_stress,grasp_selection,vision_only,0.5102,0.0633,0.1701,0.0363,0.0901,0.0333,0.3724,0.0370,0.2789,0.0337,0.4065,0.0402,0.7778,0.0042,0.4724,0.0044,7,0.2109
ensemble_uncertainty_gating,combined_stress,insertion_alignment,compositional_multi_sensor,0.5289,0.0696,0.4677,0.0340,0.2466,0.0373,0.4099,0.0410,0.3027,0.0374,0.3265,0.0501,1.0223,0.0110,0.7680,0.0064,7,0.3724
ensemble_uncertainty_gating,combined_stress,insertion_alignment,depth_only,0.4541,0.0271,0.2126,0.0271,0.1429,0.0398,0.4031,0.0324,0.2755,0.0376,0.3759,0.0292,0.7979,0.0071,0.5120,0.0049,7,0.2449
ensemble_uncertainty_gating,combined_stress,insertion_alignment,force_torque_only,0.5085,0.0208,0.2585,0.0287,0.1395,0.0344,0.3878,0.0249,0.2874,0.0276,0.3520,0.0413,0.7997,0.0151,0.5348,0.0066,7,0.2313
ensemble_uncertainty_gating,combined_stress,insertion_alignment,language_grounding_only,0.4490,0.0519,0.2024,0.0374,0.1122,0.0143,0.4116,0.0381,0.2806,0.0506,0.3554,0.0523,0.8086,0.0162,0.4931,0.0037,7,0.2517
ensemble_uncertainty_gating,combined_stress,insertion_alignment,proprioception_only,0.5017,0.0290,0.2092,0.0209,0.1207,0.0252,0.3656,0.0471,0.2823,0.0287,0.3997,0.0292,0.7945,0.0101,0.4988,0.0078,7,0.1973
ensemble_uncertainty_gating,combined_stress,insertion_alignment,tactile_only,0.4898,0.0328,0.2194,0.0416,0.1429,0.0184,0.3912,0.0285,0.2857,0.0461,0.3588,0.0393,0.8021,0.0068,0.5090,0.0029,7,0.2211
ensemble_uncertainty_gating,combined_stress,insertion_alignment,vision_only,0.4830,0.0493,0.2092,0.0215,0.1327,0.0236,0.3844,0.0566,0.2517,0.0393,0.3435,0.0236,0.7843,0.0101,0.4945,0.0038,7,0.2075
ensemble_uncertainty_gating,combined_stress,mobile_manip_near_obstacles,compositional_multi_sensor,0.5017,0.0358,0.4252,0.0593,0.2245,0.0156,0.3571,0.0326,0.2840,0.0510,0.3895,0.0493,1.0067,0.0110,0.7626,0.0103,7,0.3929
ensemble_uncertainty_gating,combined_stress,mobile_manip_near_obstacles,depth_only,0.5357,0.0381,0.1990,0.0189,0.1582,0.0189,0.4048,0.0401,0.2806,0.0410,0.3690,0.0398,0.7861,0.0054,0.5085,0.0034,7,0.1871
ensemble_uncertainty_gating,combined_stress,mobile_manip_near_obstacles,force_torque_only,0.5085,0.0538,0.2415,0.0214,0.1378,0.0419,0.4082,0.0344,0.2466,0.0189,0.3333,0.0265,0.7962,0.0201,0.5328,0.0061,7,0.2415
ensemble_uncertainty_gating,combined_stress,mobile_manip_near_obstacles,language_grounding_only,0.5068,0.0524,0.2194,0.0480,0.1480,0.0254,0.3844,0.0243,0.3197,0.0513,0.3929,0.0527,0.7986,0.0120,0.4947,0.0068,7,0.1718
ensemble_uncertainty_gating,combined_stress,mobile_manip_near_obstacles,proprioception_only,0.4932,0.0333,0.2007,0.0476,0.1344,0.0393,0.3827,0.0533,0.2857,0.0269,0.3707,0.0386,0.7915,0.0099,0.4952,0.0079,7,0.1650
ensemble_uncertainty_gating,combined_stress,mobile_manip_near_obstacles,tactile_only,0.5051,0.0238,0.1956,0.0384,0.1684,0.0164,0.4048,0.0330,0.2772,0.0485,0.3299,0.0355,0.8014,0.0089,0.5220,0.0040,7,0.1786
ensemble_uncertainty_gating,combined_stress,mobile_manip_near_obstacles,vision_only,0.4898,0.0358,0.2194,0.0410,0.1497,0.0160,0.3759,0.0511,0.2466,0.0296,0.3639,0.0432,0.7869,0.0112,0.4987,0.0082,7,0.1837
ensemble_uncertainty_gating,combined_stress,tool_use_contact_control,compositional_multi_sensor,0.5323,0.0536,0.4082,0.0463,0.2500,0.0228,0.4218,0.0381,0.2959,0.0513,0.3571,0.0420,1.0035,0.0114,0.7443,0.0048,7,0.4048
ensemble_uncertainty_gating,combined_stress,tool_use_contact_control,depth_only,0.4966,0.0373,0.1905,0.0330,0.1514,0.0214,0.3980,0.0404,0.2789,0.0325,0.3537,0.0291,0.7918,0.0186,0.4991,0.0060,7,0.2211
ensemble_uncertainty_gating,combined_stress,tool_use_contact_control,force_torque_only,0.5136,0.0347,0.2194,0.0397,0.1650,0.0402,0.4167,0.0378,0.2738,0.0349,0.3571,0.0407,0.8028,0.0170,0.5214,0.0033,7,0.2143
ensemble_uncertainty_gating,combined_stress,tool_use_contact_control,language_grounding_only,0.4779,0.0418,0.1701,0.0370,0.1241,0.0112,0.3759,0.0243,0.2976,0.0391,0.3759,0.0466,0.8155,0.0082,0.4850,0.0037,7,0.2381
ensemble_uncertainty_gating,combined_stress,tool_use_contact_control,proprioception_only,0.4983,0.0369,0.1582,0.0410,0.1361,0.0404,0.3912,0.0230,0.2857,0.0326,0.3452,0.0349,0.7882,0.0108,0.4876,0.0032,7,0.1871
ensemble_uncertainty_gating,combined_stress,tool_use_contact_control,tactile_only,0.4932,0.0461,0.2109,0.0282,0.1514,0.0263,0.3741,0.0349,0.2755,0.0393,0.3673,0.0230,0.8035,0.0141,0.5002,0.0115,7,0.1871
ensemble_uncertainty_gating,combined_stress,tool_use_contact_control,vision_only,0.4830,0.0446,0.2109,0.0226,0.1224,0.0141,0.3861,0.0301,0.2636,0.0246,0.3759,0.0463,0.7964,0.0078,0.4905,0.0056,7,0.2126
ensemble_uncertainty_gating,delayed_sensor_recovery,deformable_handling,compositional_multi_sensor,0.5765,0.0446,0.3793,0.0206,0.2381,0.0161,0.3316,0.0299,0.2534,0.0329,0.3571,0.0322,0.9977,0.0156,0.7034,0.0064,7,0.3367
ensemble_uncertainty_gating,delayed_sensor_recovery,deformable_handling,depth_only,0.5221,0.0386,0.2109,0.0344,0.1156,0.0232,0.4133,0.0344,0.3180,0.0403,0.3214,0.0356,0.8163,0.0110,0.4843,0.0028,7,0.2126
ensemble_uncertainty_gating,delayed_sensor_recovery,deformable_handling,force_torque_only,0.5714,0.0583,0.2160,0.0200,0.1412,0.0307,0.3980,0.0321,0.2891,0.0214,0.3282,0.0567,0.8269,0.0167,0.5080,0.0044,7,0.1888
ensemble_uncertainty_gating,delayed_sensor_recovery,deformable_handling,language_grounding_only,0.5357,0.0345,0.1820,0.0363,0.1224,0.0253,0.3895,0.0226,0.3333,0.0478,0.3078,0.0518,0.8149,0.0135,0.4676,0.0069,7,0.1888
ensemble_uncertainty_gating,delayed_sensor_recovery,deformable_handling,proprioception_only,0.5068,0.0377,0.1701,0.0253,0.1276,0.0182,0.4116,0.0567,0.3316,0.0230,0.3248,0.0208,0.8188,0.0137,0.4727,0.0069,7,0.2109
ensemble_uncertainty_gating,delayed_sensor_recovery,deformable_handling,tactile_only,0.5391,0.0248,0.1667,0.0429,0.1582,0.0214,0.4031,0.0399,0.3231,0.0219,0.3776,0.0373,0.8048,0.0132,0.4894,0.0067,7,0.2126
ensemble_uncertainty_gating,delayed_sensor_recovery,deformable_handling,vision_only,0.5340,0.0490,0.1956,0.0190,0.1599,0.0309,0.3878,0.0400,0.3027,0.0491,0.3163,0.0221,0.7990,0.0075,0.4728,0.0078,7,0.2041
ensemble_uncertainty_gating,delayed_sensor_recovery,grasp_selection,compositional_multi_sensor,0.5748,0.0393,0.3095,0.0233,0.1990,0.0485,0.4388,0.0294,0.2942,0.0463,0.3571,0.0411,0.9829,0.0070,0.6365,0.0050,7,0.3197
ensemble_uncertainty_gating,delayed_sensor_recovery,grasp_selection,depth_only,0.5748,0.0390,0.1446,0.0336,0.1344,0.0317,0.4099,0.0404,0.3061,0.0329,0.3469,0.0224,0.8103,0.0143,0.4514,0.0047,7,0.1820
ensemble_uncertainty_gating,delayed_sensor_recovery,grasp_selection,force_torque_only,0.5391,0.0501,0.1599,0.0301,0.1276,0.0313,0.3963,0.0258,0.3350,0.0252,0.3112,0.0468,0.8068,0.0095,0.4675,0.0044,7,0.1990
ensemble_uncertainty_gating,delayed_sensor_recovery,grasp_selection,language_grounding_only,0.5153,0.0273,0.1616,0.0274,0.1190,0.0314,0.4235,0.0292,0.2993,0.0281,0.3078,0.0139,0.8217,0.0101,0.4363,0.0080,7,0.2296
ensemble_uncertainty_gating,delayed_sensor_recovery,grasp_selection,proprioception_only,0.5561,0.0337,0.1752,0.0237,0.1003,0.0259,0.3878,0.0287,0.2823,0.0352,0.3827,0.0393,0.8084,0.0079,0.4410,0.0046,7,0.1735
ensemble_uncertainty_gating,delayed_sensor_recovery,grasp_selection,tactile_only,0.5578,0.0365,0.1582,0.0340,0.1310,0.0334,0.4507,0.0267,0.3401,0.0264,0.3707,0.0389,0.8059,0.0154,0.4515,0.0053,7,0.1905
ensemble_uncertainty_gating,delayed_sensor_recovery,grasp_selection,vision_only,0.5391,0.0373,0.1633,0.0387,0.1514,0.0182,0.4031,0.0347,0.3197,0.0358,0.3435,0.0241,0.7970,0.0101,0.4432,0.0062,7,0.1956
ensemble_uncertainty_gating,delayed_sensor_recovery,insertion_alignment,compositional_multi_sensor,0.5816,0.0281,0.3759,0.0374,0.2262,0.0274,0.4269,0.0396,0.3180,0.0393,0.3044,0.0506,0.9896,0.0140,0.6854,0.0080,7,0.3401
ensemble_uncertainty_gating,delayed_sensor_recovery,insertion_alignment,depth_only,0.4966,0.0220,0.1854,0.0269,0.1003,0.0221,0.4133,0.0253,0.3435,0.0382,0.3435,0.0343,0.8159,0.0090,0.4769,0.0046,7,0.1888
ensemble_uncertainty_gating,delayed_sensor_recovery,insertion_alignment,force_torque_only,0.5663,0.0321,0.1956,0.0309,0.1514,0.0268,0.3656,0.0278,0.2789,0.0233,0.3299,0.0370,0.8110,0.0100,0.4917,0.0064,7,0.1956
ensemble_uncertainty_gating,delayed_sensor_recovery,insertion_alignment,language_grounding_only,0.5085,0.0619,0.1837,0.0553,0.1020,0.0259,0.4167,0.0283,0.3163,0.0387,0.3163,0.0301,0.8081,0.0088,0.4615,0.0050,7,0.2262
ensemble_uncertainty_gating,delayed_sensor_recovery,insertion_alignment,proprioception_only,0.5408,0.0452,0.1769,0.0271,0.1037,0.0317,0.4201,0.0406,0.2993,0.0487,0.3520,0.0463,0.7981,0.0087,0.4592,0.0015,7,0.2279
ensemble_uncertainty_gating,delayed_sensor_recovery,insertion_alignment,tactile_only,0.5442,0.0214,0.2058,0.0355,0.0986,0.0195,0.4388,0.0379,0.2942,0.0220,0.3401,0.0377,0.8029,0.0073,0.4745,0.0050,7,0.1548
ensemble_uncertainty_gating,delayed_sensor_recovery,insertion_alignment,vision_only,0.5204,0.0300,0.1769,0.0372,0.1293,0.0094,0.4541,0.0294,0.2857,0.0310,0.3724,0.0329,0.8033,0.0103,0.4701,0.0094,7,0.2177
ensemble_uncertainty_gating,delayed_sensor_recovery,mobile_manip_near_obstacles,compositional_multi_sensor,0.5629,0.0363,0.3571,0.0417,0.2211,0.0377,0.4167,0.0269,0.2976,0.0381,0.3350,0.0230,0.9795,0.0062,0.6794,0.0053,7,0.3401
ensemble_uncertainty_gating,delayed_sensor_recovery,mobile_manip_near_obstacles,depth_only,0.5153,0.0304,0.1905,0.0260,0.1344,0.0317,0.3724,0.0440,0.3146,0.0345,0.3350,0.0362,0.8103,0.0101,0.4704,0.0064,7,0.1939
ensemble_uncertainty_gating,delayed_sensor_recovery,mobile_manip_near_obstacles,force_torque_only,0.5952,0.0388,0.1701,0.0141,0.1310,0.0260,0.4184,0.0294,0.2840,0.0382,0.3605,0.0377,0.8068,0.0098,0.4942,0.0082,7,0.1735
ensemble_uncertainty_gating,delayed_sensor_recovery,mobile_manip_near_obstacles,language_grounding_only,0.4915,0.0258,0.1514,0.0449,0.1173,0.0236,0.4099,0.0321,0.2925,0.0356,0.3639,0.0309,0.8234,0.0137,0.4602,0.0061,7,0.1922
ensemble_uncertainty_gating,delayed_sensor_recovery,mobile_manip_near_obstacles,proprioception_only,0.5357,0.0411,0.1871,0.0344,0.1037,0.0111,0.3759,0.0367,0.2653,0.0296,0.3401,0.0313,0.8096,0.0153,0.4620,0.0038,7,0.2160
ensemble_uncertainty_gating,delayed_sensor_recovery,mobile_manip_near_obstacles,tactile_only,0.5612,0.0285,0.1803,0.0285,0.1361,0.0296,0.4116,0.0360,0.3163,0.0432,0.3401,0.0363,0.8174,0.0065,0.4804,0.0051,7,0.1446
ensemble_uncertainty_gating,delayed_sensor_recovery,mobile_manip_near_obstacles,vision_only,0.5391,0.0595,0.1650,0.0267,0.1310,0.0233,0.3861,0.0238,0.3061,0.0559,0.3520,0.0548,0.7978,0.0070,0.4605,0.0044,7,0.2143
ensemble_uncertainty_gating,delayed_sensor_recovery,tool_use_contact_control,compositional_multi_sensor,0.5901,0.0391,0.3401,0.0349,0.2041,0.0399,0.4099,0.0337,0.3299,0.0226,0.3333,0.0381,0.9748,0.0131,0.6662,0.0053,7,0.3163
ensemble_uncertainty_gating,delayed_sensor_recovery,tool_use_contact_control,depth_only,0.5357,0.0532,0.1735,0.0305,0.1020,0.0175,0.3980,0.0287,0.3044,0.0233,0.3367,0.0226,0.8038,0.0156,0.4640,0.0065,7,0.1922
ensemble_uncertainty_gating,delayed_sensor_recovery,tool_use_contact_control,force_torque_only,0.5238,0.0330,0.1905,0.0279,0.1395,0.0359,0.3844,0.0348,0.2942,0.0304,0.2976,0.0432,0.8098,0.0162,0.4817,0.0068,7,0.2041
ensemble_uncertainty_gating,delayed_sensor_recovery,tool_use_contact_control,language_grounding_only,0.5493,0.0303,0.1667,0.0414,0.1122,0.0190,0.4065,0.0412,0.3061,0.0366,0.3163,0.0274,0.8130,0.0117,0.4457,0.0063,7,0.2058
ensemble_uncertainty_gating,delayed_sensor_recovery,tool_use_contact_control,proprioception_only,0.5306,0.0317,0.1718,0.0227,0.1190,0.0222,0.3656,0.0406,0.3027,0.0301,0.3452,0.0334,0.8147,0.0184,0.4586,0.0051,7,0.2041
ensemble_uncertainty_gating,delayed_sensor_recovery,tool_use_contact_control,tactile_only,0.5340,0.0462,0.1361,0.0381,0.1241,0.0292,0.3724,0.0317,0.3214,0.0404,0.3707,0.0439,0.8104,0.0145,0.4675,0.0088,7,0.1939
ensemble_uncertainty_gating,delayed_sensor_recovery,tool_use_contact_control,vision_only,0.5119,0.0381,0.1854,0.0160,0.1224,0.0278,0.4048,0.0222,0.3197,0.0320,0.3265,0.0381,0.7923,0.0090,0.4485,0.0065,7,0.1922
ensemble_uncertainty_gating,nominal,deformable_handling,compositional_multi_sensor,0.6480,0.0175,0.2687,0.0349,0.1429,0.0222,0.4694,0.0356,0.3435,0.0336,0.2687,0.0190,0.6934,0.0122,0.5218,0.0035,7,0.2721
ensemble_uncertainty_gating,nominal,deformable_handling,depth_only,0.6276,0.0416,0.1429,0.0228,0.0680,0.0296,0.4779,0.0409,0.3435,0.0246,0.2653,0.0273,0.5530,0.0080,0.3607,0.0067,7,0.1616
ensemble_uncertainty_gating,nominal,deformable_handling,force_torque_only,0.6207,0.0372,0.1718,0.0190,0.1020,0.0233,0.4524,0.0650,0.3844,0.0469,0.2466,0.0313,0.5595,0.0070,0.3754,0.0033,7,0.2007
ensemble_uncertainty_gating,nominal,deformable_handling,language_grounding_only,0.6310,0.0432,0.1276,0.0253,0.0901,0.0069,0.4286,0.0322,0.4065,0.0294,0.2908,0.0438,0.5774,0.0112,0.3507,0.0058,7,0.1769
ensemble_uncertainty_gating,nominal,deformable_handling,proprioception_only,0.6378,0.0511,0.1190,0.0274,0.0935,0.0148,0.4660,0.0262,0.3963,0.0498,0.2619,0.0244,0.5634,0.0091,0.3543,0.0037,7,0.1412
ensemble_uncertainty_gating,nominal,deformable_handling,tactile_only,0.6378,0.0301,0.1173,0.0206,0.1071,0.0088,0.4677,0.0313,0.3827,0.0471,0.2976,0.0453,0.5672,0.0117,0.3652,0.0065,7,0.1786
ensemble_uncertainty_gating,nominal,deformable_handling,vision_only,0.6633,0.0278,0.1293,0.0230,0.0986,0.0309,0.4728,0.0363,0.3537,0.0471,0.2500,0.0384,0.5550,0.0140,0.3563,0.0082,7,0.1207
ensemble_uncertainty_gating,nominal,grasp_selection,compositional_multi_sensor,0.6752,0.0167,0.2330,0.0501,0.1412,0.0369,0.4643,0.0222,0.3724,0.0474,0.2619,0.0228,0.6681,0.0087,0.4626,0.0044,7,0.2466
ensemble_uncertainty_gating,nominal,grasp_selection,depth_only,0.6276,0.0263,0.1003,0.0233,0.0901,0.0305,0.4813,0.0615,0.3827,0.0285,0.2500,0.0384,0.5570,0.0166,0.3365,0.0066,7,0.2109
ensemble_uncertainty_gating,nominal,grasp_selection,force_torque_only,0.6854,0.0313,0.1429,0.0288,0.1156,0.0268,0.4371,0.0393,0.3776,0.0268,0.2585,0.0278,0.5588,0.0129,0.3494,0.0085,7,0.1412
ensemble_uncertainty_gating,nominal,grasp_selection,language_grounding_only,0.6429,0.0338,0.0850,0.0164,0.0901,0.0269,0.5068,0.0536,0.3503,0.0313,0.2670,0.0370,0.5663,0.0095,0.3342,0.0060,7,0.1412
ensemble_uncertainty_gating,nominal,grasp_selection,proprioception_only,0.6241,0.0254,0.0850,0.0224,0.0884,0.0283,0.4320,0.0390,0.3367,0.0220,0.2738,0.0529,0.5585,0.0087,0.3309,0.0072,7,0.1769
ensemble_uncertainty_gating,nominal,grasp_selection,tactile_only,0.6361,0.0296,0.1071,0.0411,0.0986,0.0132,0.4575,0.0472,0.3776,0.0243,0.2534,0.0446,0.5667,0.0073,0.3404,0.0030,7,0.1667
ensemble_uncertainty_gating,nominal,grasp_selection,vision_only,0.6224,0.0434,0.1259,0.0296,0.0765,0.0100,0.4643,0.0244,0.3605,0.0425,0.2959,0.0415,0.5549,0.0065,0.3326,0.0041,7,0.1803
ensemble_uncertainty_gating,nominal,insertion_alignment,compositional_multi_sensor,0.6718,0.0337,0.2653,0.0397,0.1497,0.0278,0.4966,0.0434,0.3605,0.0393,0.2806,0.0452,0.6659,0.0115,0.4957,0.0053,7,0.2653
ensemble_uncertainty_gating,nominal,insertion_alignment,depth_only,0.6378,0.0404,0.1378,0.0221,0.1054,0.0257,0.4864,0.0332,0.3656,0.0506,0.2687,0.0404,0.5561,0.0140,0.3550,0.0057,7,0.1667
ensemble_uncertainty_gating,nominal,insertion_alignment,force_torque_only,0.6446,0.0525,0.1344,0.0278,0.0833,0.0228,0.4898,0.0257,0.3571,0.0292,0.2908,0.0452,0.5714,0.0052,0.3692,0.0059,7,0.1633
ensemble_uncertainty_gating,nominal,insertion_alignment,language_grounding_only,0.6276,0.0431,0.1156,0.0309,0.0918,0.0208,0.4626,0.0549,0.3827,0.0290,0.2823,0.0278,0.5709,0.0063,0.3480,0.0060,7,0.1565
ensemble_uncertainty_gating,nominal,insertion_alignment,proprioception_only,0.6020,0.0469,0.1224,0.0226,0.0884,0.0249,0.4677,0.0536,0.3520,0.0469,0.2874,0.0418,0.5494,0.0102,0.3474,0.0056,7,0.2007
ensemble_uncertainty_gating,nominal,insertion_alignment,tactile_only,0.6310,0.0529,0.1514,0.0431,0.0952,0.0274,0.4847,0.0397,0.3759,0.0384,0.2415,0.0296,0.5700,0.0127,0.3569,0.0048,7,0.1820
ensemble_uncertainty_gating,nominal,insertion_alignment,vision_only,0.6361,0.0621,0.1156,0.0084,0.0680,0.0098,0.4609,0.0403,0.3929,0.0297,0.2653,0.0393,0.5490,0.0109,0.3431,0.0047,7,0.1582
ensemble_uncertainty_gating,nominal,mobile_manip_near_obstacles,compositional_multi_sensor,0.6514,0.0380,0.2568,0.0203,0.1310,0.0345,0.4660,0.0386,0.3724,0.0268,0.2942,0.0383,0.6805,0.0111,0.5001,0.0061,7,0.2721
ensemble_uncertainty_gating,nominal,mobile_manip_near_obstacles,depth_only,0.6259,0.0423,0.1378,0.0274,0.1020,0.0249,0.4388,0.0365,0.3486,0.0377,0.2959,0.0285,0.5634,0.0131,0.3598,0.0051,7,0.2194
ensemble_uncertainty_gating,nominal,mobile_manip_near_obstacles,force_torque_only,0.6156,0.0226,0.1446,0.0180,0.0952,0.0197,0.4728,0.0355,0.3673,0.0299,0.2568,0.0452,0.5692,0.0168,0.3762,0.0088,7,0.2126
